Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID
Khoon Bhari Maang,Romance,7.4,0.2823,08-09-1988,"Rekha, Kabir Bedi, Sonu Walia, Kader Khan, Satyajeet","Nandini and Sanjay Verma are lovers, and they conspire to take over the vaste estate of Mr. Saxena and his only widowed daughter, Aarti, and her two children, with the help of Sanjay's maternal uncle Heeralal, a longtime employee of Saxena. After Saxena passes away suddenly, Sanjay woes Aarti and marries her. On a boating trip both Nandini and Sanjay do away with Aarti, making it look like an accident, and subsequently take over the entire Saxena estate. But Aarti survives, disfigured beyond recognition by a crocodile attack, With the help of plastic surgery transforms herself to a successful model, Jyoti. She then plans to carry out her vengeance against Sanjay, but finds that he has been physically abusing her children, pets, and servants. She must now decide to reveal her identity, or continue with her plan and be a spectator to the abuse on her loved ones. Written by rAjOo (gunwanti@hotmail.com)",11.0,
Chand Sa Roshan Chehra,Romance,2.0,0.2814,04-03-2005,"Samir Aftab, Tamannaah Bhatia, Himani Shivpuri, Talat Aziz, Kiran Kumar",Teen lovers are separated by parental snobbery,1.0,
Dil Ke Jharoke Main,Romance,5.85,0.2796,10-04-1997,"Vikas Bhalla, Manisha Koirala, Mamik Harmeet, Pervin Dastur, Satish Kaushik","Suman and Vijay Rai are childhood friends who are heart-broken when Suman's dad decides to move away. Both have a heart tattooed on their arm to remember each other for the rest of their lives. Years later, they unknowingly meet each other, however Suman is married to Vijay's brother, Prakash, while Vijay is married to a wealthy woman, Rita.",10.0,
Sangeet,Romance,6.8,0.2775,18-09-1992,"Madhuri Dixit, Jackie Shroff, Nitish Bharadwaj, Parikshat Sahni, Shafi Inamdar","A blind, orphan girl aspires to be a successful singer. With the help of another street performer, she sets out to make a mark and in the process discovers her real parents.",4.0,
Anjaana,Romance,0.0,0.2774,01-01-1969,"Rajendra Kumar, Babita Kapoor, Pran Sikand, Prem Chopra, Nazima","Raju lives with his widowed mother, Janki, in a small town and works as garage mechanic. One day he meets with wealthy Rachna Malhotra, and after a few misunderstandings, both fall in love with each other. When Rachna's guardian, Diwan Mahendranath, finds out he forbids Rachna to ever see Raju again, as well as goes to Raju's house and humiliates his mother, for he wants Rachna to marry his son, Ramesh. An enraged Raju wants to avenge this humiliation and decides to teach Mahendranath a lesson. He enlists the help of his maternal uncle, Chamanlal Kapoor, and together they succeed in fooling Mahendranath and making him give up all his money.",0.0,
Prem Granth,Romance,6.2,0.2758,24-05-1996,"Rishi Kapoor, Madhuri Dixit, Anupam Kher, Shammi Kapoor, Om Puri","Somen, a rich boy, loves Kajri, a village belle. The lovers get separated and Somen tries to find his lost love.",4.0,
Purani Jeans,Romance,4.8,0.992,02-05-2014,"Izabelle Leite, Aditya Seal, Tanuj Virwani, Sarika, Rati Agnihotri",,6.0,
Jeevan Ek Sanghursh,Romance,1.0,0.2562,03-08-1990,"Rakhee Gulzar, Anil Kapoor, Madhuri Dixit, Anupam Kher, Paresh Rawal","Karan is a thief who is good at heart and tries to keep Rattan, a gangster, from causing trouble. Thereafter, his life changes when he meets his estranged family and falls in love with Madhu.",1.0,
Ekk Deewana Tha,Romance,4.8,0.256,17-02-2012,"Prateik Smita Patil, Amy Jackson, Tony Kattukaran, Manu Rishi Chadha, Sachin Khedekar","Sachin is an engineering graduate from a middle class Mumbai family, but his passion is for the world of cinema. He is dreaming and planning for a future as a director, when he sees Jessie. It is love at first sight for Sachin. However, Jessie is from a strict Malayali Christian family, and her parents would never approve of their romance. The other problem is Jessie insists that she doesn't want a romantic relationship, but wants only to be friends. Of all the girls in the world why did Sachin have to fall for Jessie?",16.0,
Rukhsat,Romance,9.8,0.2511,10-06-1988,"Mithun Chakraborty, Simi Garewal, Marc Zuber, Anuradha Patel, Amrish Puri","Arjun Rai lives a poor lifestyle in Bombay, and works as an auto mechanic for a living. He and wealthy Sapna are in love with each other, much to the chagrin of Sapna's dad, who wants her to get married to someone wealthy. Arjun decides to buy his own garage and borrows money from a client, Jagdish Chopra. He works hard and is able to save some money. When he goes to propose for Sapna's hand, her dad asks his watchmen to throw him out, while doing so they find out he was armed, as a result police are summoned and he is arrested. Sapna re-locates to the U.S. to stay with her aunt, who subsequently convinces her to get married to Gautam Saigal.",2.0,
Swati,Romance,0.0,0.2493,02-05-1986,"Meenakshi Sheshadri, Shashi Kapoor, Sharmila Tagore, Akbar Khan, Madhuri Dixit","Sharda, a nurse and single mother, raises her daughter Swati as an independent, articulate young woman. Swati is a strong advocate of women's rights in a society where there is significant male domination. Swati deals with eve teasers firmly, sometimes with considerable force. When a married friend of hers gets raped in the presence of her husband, she acts as a counsellor and helps them adjust to the reality of a society that blames the victim and not the rapists. Swati takes on a huge transformation when she meets a political activist and falls in love with him. She embarks on a project of matchmaking for her mother and engineers a wedding with a widower who has a grown-up daughter.",0.0,
Aulad,Romance,8.0,0.2449,01-01-1987,"Jeetendra, Jaya Prada, Sridevi, Saeed Jaffrey, Govardhan Asrani","Believing his wife to be dead, a man lets a woman, who has lost her child, nurse and bring up his infant son - until he finds out that his wife is still alive, and wants the baby back at any cost.",4.0,
Sanki,Romance,0.0,0.5536,14-02-2025,"Ahan Shetty, Pooja Hegde",,0.0,
Aao Pyaar Karen,Romance,6.5,1.1602,25-11-1994,"Saif Ali Khan, Shilpa Shetty Kundra, Somy Ali, Prem Chopra, Gulshan Grover",,4.0,
Sone Pe Suhaaga,Romance,4.0,0.2345,26-08-1988,"Jeetendra, Dharmendra, Nutan, Anil Kapoor, Sridevi","A businessman's wallet is stolen by a pickpocket, which inadvertently reunites him with his long-lost family. However, this incident also puts all their lives at risk from a powerful gangster.",1.0,
Dilwaala,Romance,9.5,0.2285,07-02-1986,"Mithun Chakraborty, Smita Patil, Meenakshi Sheshadri, Sarika, Pran Sikand","Ravi Kumar is the younger brother of Judge Soumitra Devi and Mohan Kumar. He and his sister have different views and ideas. They lack understanding and that is why he decides to be apart from his sister. Raghu is the son of MLA Raj Shekhar. He marries Kamla, daughter of a poor man Ganesh on the wish of his father who wants to take political advantage of the marriage. But things go wrong and Kamla is killed by Raghu. Now, he makes different attempts to save his son from law. Now all the movie tells his attempts to save his son and Ravi's attempts to give his son the punishment. There are also other small things happening in life of other characters.",2.0,
Awarapan 2,Romance,0.0,0.2271,03-04-2026,"Emraan Hashmi, Salil Acharya",Sequel to Mohit Suri's 2007 cult film 'Awarapan'.,0.0,
Papeeha,Romance,0.0,0.2234,01-01-1993,"Milind Gunaji, Veeni Paranjape Joglekar, Raghubir Yadav",Love paves common ground for a protector of forests and protector of the tribes who live there.,0.0,
Prem Bandhan,Romance,0.0,0.2218,19-01-1979,"Rajesh Khanna, Rekha, Moushumi Chatterjee, Helen, Keshto Mukherjee","Adivasi Mahua lives a poor lifestyle in a fishing village along with her widowed dad. One day the local Poojary comes across a seemingly menacing looking male, feeds him, and asks Mahua's dad to look after him. This male has no memory and they name him Kishan. Shortly thereafter Mahua and Kishan fall in love and get married. After about 2 months Kishan goes to the city and does not return home. A frantic Mahua and her dad go to the Police as well as to the city to search for him albeit in vain and return home. Mahua continues to worry about Kishan and sets out on her own to try and locate him. She meets with a doctor who informs her that he recalls treating a male fitting Kishan's description and gives her his Bombay address. Mahua travels to Bombay and locates Kishan's house.",0.0,
Phool Aur Patthar,Romance,6.0,0.2214,12-10-1966,"Meena Kumari, Dharmendra, Shashikala, Sunder, Lalita Pawar","Circumstances have made Shaka a career criminal. When plague empties a town of its inhabitants, he takes the opportunity to burgle a house. He finds nothing except Shanti, a widowed daughter-in-law who has been left to die by her cruel relatives. Shaka nurses her back to health. When her relatives return they are not pleased to find her alive and even less pleased to discover that someone has tried to rob them. Shanti gets the blame and a beating. Shaka saves her from worse, at the hands of brother-in-law, and the pair flee. They set up home in Shaka's house, much to the displeasure of the respectable neighbours who are all too ready to think the worst.",2.0,
Juari,Romance,0.0,0.2194,01-01-1968,"Shashi Kapoor, Madan Puri, David Abraham Cheulkar, Tanuja Samarth, Nanda",Rakesh is an unemployed youngster who turns to a master gambler for existence. But even after getting rich he values morals than money. But slowly he feels that he is being used by a rich woman. Rakesh is now forced to question whether he chose the right way to get rich.,0.0,
Apne Apne,Romance,10.0,0.2167,05-03-1987,"Jeetendra, Rekha, Hema Malini, Mandakini, Satish Shah","When Ravi Kapoor finds himself in trouble, he seeks help from his ex-wife, much to the dismay of his new wife, who tries to keep them apart.",1.0,
Issaq,Romance,4.0,0.2153,27-07-2013,"Prateik Smita Patil, Amyra Dastur, Evelyn Sharma, Ravi Kishan, Rajeshwari Sachdev","A contemporary adaptation of Romeo and Juliet set in the backdrop of Varanasi in the UP heartland, complete with naxalism, sand mining mafia and of course the timeless love story.",4.0,
Raja Saab,Romance,10.0,0.2118,01-01-1969,"Shashi Kapoor, Nanda, Rajendranath Malhotra, Kumari Naaz, Agha","Orphan Rajoo has always dreamed of becoming a wealthy prince -- but when he finally gets a chance to live out this dream, he must make a difficult choice between love and the realization of his long-held fantasy. As an adult, he works for a grateful prince who offers Rajoo the chance to impersonate him; in order to pull off the deception, however, Rajoo must insult the princess, whom he has fallen in love with.",2.0,
Ishq Hai Tumse,Romance,10.0,0.2079,01-01-2004,"Dino Morea, Bipasha Basu, Alok Nath, Vikram Gokhale, Tiku Talsania","Arjun, a Hindu boy, and Khushboo, a Muslim girl, fall in love. Despite their families being good friends, they need to keep their romance a secret due to the religious intolerance of society.",2.0,
Yeh Dil,Romance,6.214,2.0436,17-06-2003,"Tusshar Kapoor, Akhilendra Mishra, Mushtaq Khan, Pratima Kazmi, Vineet Kumar",,14.0,
Mohabbat Ki Aag,Romance,0.0,0.1992,01-01-1997,"Poonam Dhillon, Govinda, Shakti Kapoor, Kimi Katkar, Anjana Mumtaz",The film was complete in March 1988. Distributors felt there was little chemistry between an older Poonam dhillon and Govinda therefore backed out. In December 1990 a video print of the film was leaked however the film's official release was July 1997.,0.0,
Love at Times Square,Romance,6.0,0.9796,14-02-2003,"Chaitannya Choudhry, Dev Anand, Heenee Kaushik, Shoaib Khan, Rishi Kapoor",,2.0,
Raja Rani,Romance,0.0,0.1944,15-01-1973,"Rajesh Khanna, Sharmila Tagore, David Abraham Cheulkar, Iftekhar, Kumari Naaz","As a young boy Raja turns to a life of crime after the death of his mother. Years  later Raja, now a hardened thief, uses a marriage as an escape ploy but shortly after he is caught.",0.0,
Rickshawala,Romance,0.0,0.1786,23-03-1973,"Randhir Kapoor, Neetu Singh, Mala Sinha, Pran Sikand, Mohan Choti","A rickshaw puller tries to save an innocent college girl from being trafficked by an evil man, who is protected by a corrupt lawyer. In the process of doing so, he stumbles upon several dark secrets.",0.0,
Ek Nazar,Romance,4.3,0.1819,28-07-1972,"Amitabh Bachchan, Jaya Bachchan, Nadira, Tarun Bose, Dulari","One Glance.  Romance between a poet, son of the public prosecutor, and a nautch girl accused of murdering her mother.",3.0,
Hum Kisise Kum Naheen,Romance,7.1,0.1915,25-08-1977,"Rishi Kapoor, Kaajal Kiran, Amjad Khan, Om Shivpuri, Kamal Kapoor","Beautiful young heiress, Kajal, is the only daughter of wealthy industrialist Kishorilal. She has fond memories of her childhood male friend, Sanjay, and would like to meet him now, and get married to him, and thereby fulfill their promise they had made when they were children. She meets an eligible young man, who identifies himself as Manjeet Kumar Tana, and she likes him. This young man assures her that he will introduce her to her childhood sweetheart the next day. When she goes to meet Sanjay, she is shocked to find that the young man claiming to be Manjeet, is just a Manager, and it is then she gets to meet the real Manjeet, and both eventually fall in love with each other. But once again, Kajal's heart is broken, when she finds out that Manjeet's real name is Rajesh, and he is part of a deceptive plot that involves her abduction.",7.0,
