Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID,Language,release_year,Genres_Source,Moods,Primary_Mood
anxious america,documentary,6.339,0.5226,2019-11-07,,"four people suffering from various forms of clinical anxiety disorders tell us what it's like to live and work with this illness. they discuss the stigma attached to being anxious, and also how to cope with the symptoms using things like medication, supplements, self love and meditation. all of this in an endless search for anxiety relief.",0.0,,english,2019.0,original,love,love
leonard cohen: the bird on a wire concerts,music,6.339,0.7627,2024-12-13,,"yet more archive film has been found from the famous 1972 tour, which formed the basis of the best-selling 2010 dvd bird on a wire. concert material from the shows in stockholm, paris and the albert hall, with cohen at the height of his powers performing marianne, susanne, joan of arc, the story of isaac, the dealer and many other songs, has now been edited together by tony palmer, who shot the original material. this is interspersed with more backstage film of the band on tour, and even some fresh interviews with cohen himself, together with some previously unreleased sound recordings of his early masterpieces.",0.0,,english,2024.0,original,excitement,excitement
undertow,"drama, romance",7.31,1.6058,2009-09-23,,a married fisherman struggles to reconcile his devotion to his male lover within his town's rigid traditions.,129.0,,english,2009.0,original,love,love
queen & country,drama,6.068,2.3439,2015-01-07,,"in this sequel to hope and glory (1987), bill rohan has grown up and is drafted into the army, where he and his eccentric best mate, percy, battle their snooty superiors on the base and look for love in town.",74.0,,english,2015.0,original,"love, optimism",love
red team,"thriller, crime",3.714,1.1726,1999-04-03,,"fbi agent jason chandler has devoted his life to enforcing the law. but on the trail of a series of mysterious murders surrounding some of society's deadliest serial killers, agent chandler is forced down a path where no one can be trusted. only this time, sociopathic killers are being meticulously murdered one by one in grisly circumstances - and it's no coincidence. now, to search for justice, he must uncover the truth. and the life he must protect will be his own.",7.0,,english,1999.0,original,"caring, curiosity",caring
still i strive,"documentary, action, drama",6.339,0.4829,2014-05-09,,"still i strive is a story of transcendence through compassion, unity and hope. at one orphanage in phnom penh, cambodia, the performing arts are the path to healing and transformation. guided by their matriarch peng phan, a renowned actress in her own right, the children aspire to achieve one of the highest honors in cambodian society, to perform in front of princess bopha devi as a symbol of their culture and heritage. interspersed throughout the documentary are narrative film sequences featuring the children as actors.",0.0,,english,2014.0,original,"admiration, love",admiration
once,"drama, music, romance",7.421,3.9021,2007-03-23,,"a vacuum repairman moonlights as a street musician and hopes for his big break. one day a czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. the pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",1495.0,,english,2007.0,original,"love, optimism",love
the adults,"drama, comedy",6.193,2.9753,2023-08-18,,"eric returns home for a short visit and finds himself caught between reuniting with his sisters and chasing a victory with his old poker group. as the trip extends, eric finds it increasingly difficult to avoid confrontations and revelations as his carefully constructed fa ade of his adulthood gives way to old childhood conflicts.",70.0,,english,2023.0,original,caring,caring
snow to sand,documentary,6.3,0.7217,2018-10-28,,"explorers shawn forry and justin lichter complete the first ever winter expedition of america's 2,650-mile pacific crest trail from canada to mexico.",3.0,,english,2018.0,original,neutral,neutral
ghost note,"thriller, horror",5.2,1.1088,2017-08-01,,an immortal blues musician terrorizes childhood sweethearts reunited over the thanksgiving holiday.,13.0,,english,2017.0,original,"fear, love",fear
"do something, jake","crime, drama, thriller",6.339,0.7613,2018-09-20,,"an unemployed introvert, unable to read or write, draws on brilliant ingenuity when the woman he secretly loves is threatened.",0.0,,english,2018.0,original,"curiosity, love",curiosity
etienne!,comedy,10.0,1.2044,2009-06-12,,"after richard finds out that his best and only friend, a dwarf hamster named etienne, has terminal cancer, he decides to take his pocket pet on a bicycle road trip to show him the world before he has to put him to sleep.",1.0,,english,2009.0,original,"joy, amusement",joy
silk,"drama, romance",5.76,3.4587,2007-09-14,,"french silkworm trader herv is married to the beautiful h l ne. when an outbreak of disease ravages european silkworms, herv must travel to japan to retrieve healthy eggs. after a long journey, herv finally arrives at a village where he can buy them. he becomes infatuated with a young concubine and goes to great lengths to see her again. but, when war breaks out in japan, the concubine flees, forcing herv to return home to his wife.",225.0,,english,2007.0,original,"sadness, neutral",sadness
death fighter,action,6.6,1.0856,2017-07-25,,"when an american cop witnesses his mentor's murder in a trade deal gone wrong, he finds himself on the wrong side of the law in thailand. but despite the bounty on his head and pressure to leave the country, he teams up with an ex-military mercenary out to settle a score of his own to bring the killers to justice. their quest for vengeance brings them face-to-face with a band of notorious",8.0,,english,2017.0,original,"excitement, anger",excitement
franz kafka's it's a wonderful life,"comedy, fantasy",7.0,0.9351,1995-11-29,,"franz kafka is working on his metamorphosis, but he's suffering from writer's block; he can't get off on the right track. while trying to decide what gregor samsa is going to wake up as, he is constantly interrupted by door-to-door salesmen, young women, and his own inexplicable hallucinations.",34.0,,english,1995.0,original,"joy, amusement",joy
america's musical journey,"documentary, music",5.6,1.4828,2018-05-17,,"""america's musical journey"" celebrates the unique diversity of cultures and creative risk-taking that characterize america, as told through the story of its music.",5.0,,english,2018.0,original,neutral,neutral
the unexpected race,drama,3.0,0.9152,2018-10-14,,"a young woman named amber is sent to live with her father who she hasn't seen in over 10 years after suffering a car accident that takes the life of her mother. as amber is healing she discovers a man hiding in the woods that is an elf. she finds out elves have always lived, but he is the last being a fbi agent was sent out to destroy them. as they fall in love, lythorin must make a decision if he wants to stay with amber or stay alone.",1.0,,english,2018.0,original,"curiosity, love",curiosity
the boy who found gold,documentary,10.0,0.8624,2016-11-04,,"william hart mcnichols is a world renowned artist, heralded by time magazine as ""among the most famous creators of christian iconic images in the world"". as a young catholic priest from 1983-1990 he was immersed in a life-altering journey working as a chaplain at st. vincent's aids hospice in new york city. it was during this time that he became an early pioneer for lgbt rights within the catholic church. ""the boy who found gold"" is a cinematic journey into the art and spirit of william hart mcnichols. the film follows his colorful life as he crosses paths with presidents, popes, martyrs, and parishioners, finding an insightful lesson with each encounter. mcnichols' message as a priest, artist and man speaks to the most powerful element of the human spirit: mercy.",2.0,,english,2016.0,original,"admiration, excitement",admiration
